cust_id,gender
3500,0.43567157040131915
3501,0.19725557722572074
3502,0.17732634585134746
3503,0.42066166026630136
3504,0.4855121658595076
3505,0.4378100816506077
3506,0.22126294016282094
3507,0.5066297903606055
3508,0.38904313055234124
3509,0.22264839724825733
3510,0.2074543441194968
3511,0.4174596341553532
3512,0.4167398738193494
3513,0.31852842402062076
3514,0.5094584143822933
3515,0.32948747185646815
3516,0.20372234110080562
3517,0.3521982788324751
3518,0.4283439125276572
3519,0.43263283837897737
3520,0.3914999576701434
3521,0.3594026788032225
3522,0.6468265229430785
3523,0.19450606123572084
3524,0.35802657231100854
3525,0.5442865647443543
3526,0.2647992460810514
3527,0.5014032349266194
3528,0.5792845225822658
3529,0.35570354275781213
3530,0.3389869889691277
3531,0.5690374571367683
3532,0.29602213007902234
3533,0.32453379855432035
3534,0.5528569927039549
3535,0.421342144288707
3536,0.5386318276931865
3537,0.3733186646593953
3538,0.5349788233887195
3539,0.4942822758806452
3540,0.28614334167986
3541,0.2755444302136942
3542,0.44812809202838927
3543,0.4209685501093468
3544,0.34479661124647665
3545,0.3900063081956732
3546,0.18911701853837065
3547,0.15070908529706847
3548,0.5023008219951517
3549,0.29699788238722424
3550,0.4387587174185154
3551,0.5792576928408608
3552,0.3306291789269203
3553,0.38511538362267894
3554,0.3632364995871584
3555,0.2419268277589711
3556,0.5331947032242151
3557,0.3099651860603938
3558,0.3042781381381131
3559,0.3069823510947114
3560,0.4946997796198083
3561,0.3492544885535158
3562,0.30054946437946717
3563,0.2462546988401112
3564,0.44283221291596186
3565,0.4167510118163048
3566,0.16310957364615886
3567,0.5714305656480971
3568,0.27448526633923576
3569,0.46946554900257775
3570,0.23900732556926824
3571,0.31786775536269074
3572,0.5311447526096451
3573,0.2866295724563615
3574,0.42130615124113974
3575,0.6436280334014468
3576,0.48717020458970844
3577,0.24392668214657512
3578,0.3103661339335353
3579,0.16101285013999106
3580,0.519107370024087
3581,0.6083875939316975
3582,0.5289647764780487
3583,0.36232771213110254
3584,0.49252553326504517
3585,0.2550727764246741
3586,0.1701226229762339
3587,0.20538169947934243
3588,0.30162219064076007
3589,0.4009393410107874
3590,0.36985246928186105
3591,0.3432413789045885
3592,0.49041286660290423
3593,0.4089376325921601
3594,0.2813247196226737
3595,0.47151820957087176
3596,0.3302639003421217
3597,0.3232965923998408
3598,0.3497251425792895
3599,0.5214830571248315
3600,0.436516446477236
3601,0.22749222970363245
3602,0.38682486114238046
3603,0.20968454227064717
3604,0.3864387069063991
3605,0.37980276518778516
3606,0.4228616353312459
3607,0.3332949564395775
3608,0.367668138604771
3609,0.36654273135879767
3610,0.411508137280571
3611,0.5342785192568592
3612,0.646372590118302
3613,0.24602741964613328
3614,0.4723138830602558
3615,0.27336913473094365
3616,0.47746653409229006
3617,0.7071008989953995
3618,0.4552974113496837
3619,0.18134014216608083
3620,0.3507973919452857
3621,0.4252157716556285
3622,0.4316891271705958
3623,0.5527144418337739
3624,0.25803960833004
3625,0.46922678252912525
3626,0.35237490820007933
3627,0.200642077001466
3628,0.44220546639555286
3629,0.23749081992252474
3630,0.24235046203621025
3631,0.5923238533857376
3632,0.3929871565459005
3633,0.2722528813175339
3634,0.2862947663844067
3635,0.29362431808729494
3636,0.4503859336932823
3637,0.39903936568556697
3638,0.27787343894512395
3639,0.5427944464067359
3640,0.4898944407019665
3641,0.18496466318682755
3642,0.5468189751482248
3643,0.3177932544410024
3644,0.379948712689378
3645,0.36621949378813407
3646,0.26127065963684
3647,0.3828677452273614
3648,0.542134254327589
3649,0.4270496599581658
3650,0.2821566012616769
3651,0.4304183591253642
3652,0.31476574300867227
3653,0.38625975396707785
3654,0.42964683342435805
3655,0.39047213691131283
3656,0.42014396399309517
3657,0.37037659855749544
3658,0.17891589100595373
3659,0.23612764606999992
3660,0.24095655850365216
3661,0.3879802774929803
3662,0.2931511593966404
3663,0.48589912634315213
3664,0.511232639404235
3665,0.4974444661935612
3666,0.6590985108370504
3667,0.24024753784199462
3668,0.3126820399554358
3669,0.4938626047521082
3670,0.2851339209896696
3671,0.6491962003998155
3672,0.23204464918347928
3673,0.3972289868454655
3674,0.522567444949244
3675,0.5065797458211151
3676,0.3281144139754702
3677,0.5046196435916079
3678,0.32075655774008055
3679,0.41979269900174854
3680,0.3344536185475683
3681,0.5056291538048505
3682,0.49021053903107686
3683,0.14922929433465326
3684,0.3872076991794159
3685,0.34702815526140474
3686,0.34995373583108697
3687,0.35588891249356935
